"","Studentnummer","Periode","Vaksoort","Cijfers"
"313","4167709","2","Theorie",8.23544276888011
"314","4088606","2","Theorie",6.69424989963198
"315","4182503","2","Theorie",6.93252149437169
"316","4290456","2","Theorie",6.40259110247978
"317","4498200","2","Theorie",7.31021099822561
"318","4235595","2","Theorie",7.51467838526569
"319","4228871","2","Theorie",6.80087065830807
"320","4339089","2","Theorie",5.39053204908016
"321","4222548","2","Theorie",4.10279148801816
"322","4274478","2","Theorie",6.73854532217057
"323","4282359","2","Theorie",5.27058516965913
"324","4180274","2","Theorie",7.01307810393455
"325","4453547","2","Theorie",7.32826853911963
"326","4289011","2","Theorie",5.72936727458143
"327","4344680","2","Theorie",5.86599131815988
"328","4380871","2","Theorie",7.30531746476826
"329","4323639","2","Theorie",7.50354481603093
"330","4206884","2","Theorie",7.79618269695644
"331","4189140","2","Theorie",6.14340156779291
"332","4020387","2","Theorie",5.36396948027212
"333","4065990","2","Theorie",6.6525386461785
"334","4117836","2","Theorie",5.01381135344592
"335","4095569","2","Theorie",6.02747714493016
"336","4386176","2","Theorie",6.4569148369111
"337","4099176","2","Theorie",5.41818713176492
"338","4312314","2","Theorie",6.17810217463987
"339","4397649","2","Theorie",5.4447493273765
"340","4304828","2","Theorie",5.29427126500323
"341","4307724","2","Theorie",5.38604760917358
"342","4410318","2","Theorie",4.22176634061834
"343","4421454","2","Theorie",6.15935287636999
"344","4166127","2","Theorie",7.5996376498866
"345","4338848","2","Theorie",6.27063121680579
"346","4269174","2","Theorie",4.06337816236332
"347","4362713","2","Theorie",6.84503006646479
"348","4112068","2","Theorie",7.13084205243866
"349","4356298","2","Theorie",5.80242085689913
"350","4170270","2","Theorie",5.69897259574374
"351","4496238","2","Theorie",5.78780218591674
"352","4373333","2","Theorie",6.29506762024265
"353","4230461","2","Theorie",6.20285208729086
"354","4125696","2","Theorie",6.27596460272449
"355","4287088","2","Theorie",6.17260966238567
"356","4389577","2","Theorie",6.16811437963695
"357","4379084","2","Theorie",6.75374225545921
"358","4428246","2","Theorie",4.89366416564132
"359","4456073","2","Theorie",6.5109307869533
"360","4082554","2","Theorie",7.05233608948797
"361","4385074","2","Praktijk",7.43837954673984
"362","4207511","2","Praktijk",7.45968001236634
"363","4098908","2","Praktijk",7.52843531823039
"364","4195935","2","Praktijk",6.13721628318659
"365","4468737","2","Praktijk",8.15465851940679
"366","4327754","2","Praktijk",7.057904121409
"367","4357990","2","Praktijk",5.28400457763908
"368","4354057","2","Praktijk",7.07230950669523
"369","4062367","2","Praktijk",7.52416983261698
"370","4480166","2","Praktijk",6.56317507837743
"371","4374045","2","Praktijk",6.45328925945976
"372","4025547","2","Praktijk",7.18854113978356
"373","4232263","2","Praktijk",6.98839834363474
"374","4097291","2","Praktijk",5.87967614150919
"375","4131464","2","Praktijk",4.83306135313902
"376","4372364","2","Praktijk",7.78471583548113
"377","4482451","2","Praktijk",6.36202768923576
"378","4124790","2","Praktijk",10
"379","4467535","2","Praktijk",7.13705453668101
"380","4355807","2","Praktijk",7.52045578480086
"381","4116211","2","Praktijk",8.17621081167933
"382","4152123","2","Praktijk",5.15103704808468
"383","4002847","2","Praktijk",7.06624864723609
"384","4040995","2","Praktijk",5.30150715411552
"385","4341640","2","Praktijk",6.06521960043203
"386","4294862","2","Praktijk",8.14630371767861
"387","4136336","2","Praktijk",7.25350518185825
"388","4408720","2","Praktijk",7.70364276525954
"389","4279097","2","Praktijk",8.067454660414
"390","4115138","2","Praktijk",8.16710150194461
"391","4145420","2","Praktijk",6.04541885100498
"392","4403010","2","Praktijk",7.14220201033697
"393","4062025","2","Praktijk",6.78768322030218
"394","4491882","2","Praktijk",7.71302086839955
"395","4022007","2","Praktijk",7.86425626094745
"396","4171635","2","Praktijk",8.02606595210077
"397","4108459","2","Praktijk",6.88489778484176
"398","4140908","2","Praktijk",7.34161530016541
"399","4361394","2","Praktijk",7.52429205051533
"400","4394473","2","Praktijk",8.08640914041459
"401","4413206","2","Praktijk",6.87663716276696
"402","4426137","2","Praktijk",6.93246604344955
"403","4397190","2","Praktijk",5.53297969406904
"404","4446180","2","Praktijk",7.11646212412334
"405","4367062","2","Praktijk",8.13487199727826
"406","4230283","2","Praktijk",6.71279948883786
"407","4114684","2","Praktijk",6.94106759741377
"408","4222679","2","Praktijk",9.41412883607947
"409","4171524","2","Praktijk",7.94541105238532
"410","4171587","2","Praktijk",6.9876800443696
"411","4059146","2","Praktijk",8.48544828285913
"412","4056642","2","Praktijk",7.85379896394427
"413","4079630","2","Praktijk",7.24624606128197
"414","4418345","2","Praktijk",9.42746303485883
"415","4090422","2","Praktijk",7.11229352055578
"416","4255963","2","Praktijk",7.39875784493933
"417","4104067","2","Praktijk",9.21037814936148
"418","4283167","2","Praktijk",8.92145571560741
"419","4033745","2","Praktijk",9.3930679948022
"420","4052443","2","Praktijk",6.60776407206638
"421","4470984","2","Praktijk",5.01280188913353
"422","4378422","2","Praktijk",5.64439832512952
"423","4044034","2","Praktijk",7.86950941791517
"424","4108996","2","Praktijk",6.8287774133577
"425","4122869","2","Praktijk",7.26679032262571
"426","4405342","2","Praktijk",7.67736706776052
"427","4052937","2","Praktijk",8.45771800072852
"428","4242059","2","Praktijk",8.69864999962659
"429","4106819","2","Praktijk",9.41850393063946
"430","4193925","2","Praktijk",6.21254013049201
"431","4491286","2","Praktijk",8.51603338663365
"432","4417603","2","Praktijk",7.97722530463159
"433","4167709","2","Praktijk",6.57362309235246
"434","4088606","2","Praktijk",7.41284394166853
"435","4182503","2","Praktijk",7.36521357478166
"436","4290456","2","Praktijk",6.66937278891417
"437","4498200","2","Praktijk",7.81885546276613
"438","4235595","2","Praktijk",6.49705550014367
"439","4228871","2","Praktijk",6.61837679869162
"440","4339089","2","Praktijk",7.26283727814652
"441","4222548","2","Praktijk",7.01272568477372
"442","4274478","2","Praktijk",6.27397283265389
"443","4282359","2","Praktijk",8.69835918459911
"444","4180274","2","Praktijk",8.13669024580683
"445","4453547","2","Praktijk",6.97010373618225
"446","4289011","2","Praktijk",7.83480225613094
"447","4344680","2","Praktijk",6.09274681070674
"448","4380871","2","Praktijk",7.92876731504835
"449","4323639","2","Praktijk",7.87616473280411
"450","4206884","2","Praktijk",8.53622387908971
"451","4189140","2","Praktijk",7.77553963797917
"452","4020387","2","Praktijk",5.75285251160974
"453","4065990","2","Praktijk",7.35546879788962
"454","4117836","2","Praktijk",7.98006209093678
"455","4095569","2","Praktijk",5.94979843020687
"456","4386176","2","Praktijk",7.54510244448737
"457","4099176","2","Praktijk",6.99265146404799
"458","4312314","2","Praktijk",8.03136456653745
"459","4397649","2","Praktijk",7.50138180605695
"460","4304828","2","Praktijk",5.72453716713106
"461","4307724","2","Praktijk",7.32353877743927
"462","4410318","2","Praktijk",8.10164111102937
"463","4421454","2","Praktijk",4.74437262528788
"464","4166127","2","Praktijk",6.77308931905085
"465","4338848","2","Praktijk",5.98714110936487
"466","4269174","2","Praktijk",8.10086134632853
"467","4362713","2","Praktijk",8.01310077052542
"468","4112068","2","Praktijk",8.33191486258691
"469","4356298","2","Praktijk",8.98180849795089
"470","4170270","2","Praktijk",7.07368960410802
"471","4496238","2","Praktijk",7.10207096811746
"472","4373333","2","Praktijk",8.34370225232125
"473","4230461","2","Praktijk",6.85826265240502
"474","4125696","2","Praktijk",5.66337090268042
"475","4287088","2","Praktijk",7.51156259323186
"476","4389577","2","Praktijk",6.83516827155751
"477","4379084","2","Praktijk",6.63764278804383
"478","4428246","2","Praktijk",7.1670464028544
"479","4456073","2","Praktijk",5.97829829048875
"480","4082554","2","Praktijk",7.37669278134322
"481","4385074","3","Theorie",7.01500912061805
"482","4207511","3","Theorie",8.34730644450216
"483","4098908","3","Theorie",7.42168627194479
"484","4195935","3","Theorie",6.94170599222817
"485","4468737","3","Theorie",7.62886214469694
"486","4327754","3","Theorie",6.00359237150823
"487","4357990","3","Theorie",8.32429420212992
"488","4354057","3","Theorie",7.46621604105375
"489","4062367","3","Theorie",8.20289084221957
"490","4480166","3","Theorie",7.33947473874316
"491","4374045","3","Theorie",7.48932861914223
"492","4025547","3","Theorie",7.80131137647635
"493","4232263","3","Theorie",6.51143939599575
"494","4097291","3","Theorie",8.84916942543378
"495","4131464","3","Theorie",7.60551047185944
"496","4372364","3","Theorie",7.3438800323356
"497","4482451","3","Theorie",6.76014054465686
"498","4124790","3","Theorie",8.11778099875746
"499","4467535","3","Theorie",7.33549970889452
"500","4355807","3","Theorie",7.53242959590706
"501","4116211","3","Theorie",7.43471508455409
"502","4152123","3","Theorie",7.68165263482086
"503","4002847","3","Theorie",8.31927825482767
"504","4040995","3","Theorie",6.3572768470741
"505","4341640","3","Theorie",7.1863773197946
"506","4294862","3","Theorie",9.17794707687002
"507","4136336","3","Theorie",8.86094086182791
"508","4408720","3","Theorie",7.03544917742199
"509","4279097","3","Theorie",6.78683957862602
"510","4115138","3","Theorie",7.8959067804406
"511","4145420","3","Theorie",7.64563858632494
"512","4403010","3","Theorie",7.27209519016782
"513","4062025","3","Theorie",6.14956058188581
"514","4491882","3","Theorie",9.0343509612082
"515","4022007","3","Theorie",8.37543576436395
"516","4171635","3","Theorie",8.48407793761813
"517","4108459","3","Theorie",7.04061272854046
"518","4140908","3","Theorie",6.3844803269369
"519","4361394","3","Theorie",8.73552147320614
"520","4394473","3","Theorie",7.2444377239424
"521","4413206","3","Theorie",8.32660849817811
"522","4426137","3","Theorie",8.28924568826877
"523","4397190","3","Theorie",7.54511699157134
"524","4446180","3","Theorie",6.58135337389033
"525","4367062","3","Theorie",6.16317713879571
"526","4230283","3","Theorie",9.71722564578261
"527","4114684","3","Theorie",7.45072430823386
"528","4222679","3","Theorie",7.69083550974162
"529","4171524","3","Theorie",5.58871026014826
"530","4171587","3","Theorie",6.25485231381873
"531","4059146","3","Theorie",8.68087282215109
"532","4056642","3","Theorie",6.04052997897714
"533","4079630","3","Theorie",9.2849707369725
"534","4418345","3","Theorie",6.03139843964045
"535","4090422","3","Theorie",7.943940411562
"536","4255963","3","Theorie",6.1619698316026
"537","4104067","3","Theorie",9.27713234257007
"538","4283167","3","Theorie",5.95418992807293
"539","4033745","3","Theorie",7.24663260236623
"540","4052443","3","Theorie",6.45431137973126
"541","4470984","3","Theorie",7.71240499413719
"542","4378422","3","Theorie",7.67472437501843
"543","4044034","3","Theorie",7.08455768359364
"544","4108996","3","Theorie",7.01563240201249
"545","4122869","3","Theorie",5.97106426786575
"546","4405342","3","Theorie",8.36341768923641
"547","4052937","3","Theorie",8.01378162134417
"548","4242059","3","Theorie",7.03144556678316
"549","4106819","3","Theorie",5.59295534043626
"550","4193925","3","Theorie",8.75543844331659
"551","4491286","3","Theorie",7.84568016611477
"552","4417603","3","Theorie",7.56479479147032
"553","4167709","3","Theorie",7.42997776587805
"554","4088606","3","Theorie",6.72388708629879
"555","4182503","3","Theorie",8.53604965148959
"556","4290456","3","Theorie",9.56933212747923
"557","4498200","3","Theorie",6.31098071026884
"558","4235595","3","Theorie",6.29727390252862
"559","4228871","3","Theorie",8.70263617360821
"560","4339089","3","Theorie",4.62167448968533
"561","4222548","3","Theorie",7.74131156062563
"562","4274478","3","Theorie",7.17645021391604
"563","4282359","3","Theorie",7.20122840481431
"564","4180274","3","Theorie",9.03330267976011
"565","4453547","3","Theorie",5.53037848686609
"566","4289011","3","Theorie",7.14991115316758
"567","4344680","3","Theorie",6.02924066617709
"568","4380871","3","Theorie",8.85126184360921
"569","4323639","3","Theorie",5.26209022510675
"570","4206884","3","Theorie",6.82273895249167
"571","4189140","3","Theorie",7.63644945155543
"572","4020387","3","Theorie",8.49985656336821
"573","4065990","3","Theorie",7.96128271365065
"574","4117836","3","Theorie",9.70362700541773
"575","4095569","3","Theorie",9.4208958968894
"576","4386176","3","Theorie",7.34212148126018
"577","4099176","3","Theorie",7.84209337556445
"578","4312314","3","Theorie",6.09666885988209
"579","4397649","3","Theorie",7.36477957174612
"580","4304828","3","Theorie",8.32425431612853
"581","4307724","3","Theorie",7.0391716669548
"582","4410318","3","Theorie",7.86717268081643
"583","4421454","3","Theorie",7.19876313941058
"584","4166127","3","Theorie",7.39465265681819
"585","4338848","3","Theorie",6.86699671297506
"586","4269174","3","Theorie",6.88458485877479
"587","4362713","3","Theorie",7.31508909072892
"588","4112068","3","Theorie",7.83593334004116
"589","4356298","3","Theorie",8.39795424397786
"590","4170270","3","Theorie",6.2368107393373
"591","4496238","3","Theorie",9.08089383773506
"592","4373333","3","Theorie",8.6171205130423
"593","4230461","3","Theorie",7.37256117314953
"594","4125696","3","Theorie",7.10845439570271
"595","4287088","3","Theorie",8.37262782127357
"596","4389577","3","Theorie",7.16029327069474
"597","4379084","3","Theorie",6.49828232431894
"598","4428246","3","Theorie",6.76882567487738
"599","4456073","3","Theorie",5.7740249147657
"600","4082554","3","Theorie",5.25050405507428
"601","4385074","3","Praktijk",9.51262792349993
"602","4207511","3","Praktijk",7.6690804332535
"603","4098908","3","Praktijk",6.88052784439055
"604","4195935","3","Praktijk",7.38426555589102
"605","4468737","3","Praktijk",7.2487470808801
"606","4327754","3","Praktijk",7.48823135381368
"607","4357990","3","Praktijk",8.17890251191971
"608","4354057","3","Praktijk",7.78672013758607
"609","4062367","3","Praktijk",7.74795346701924
"610","4480166","3","Praktijk",5.5004286205571
"611","4374045","3","Praktijk",7.34231758401207
"612","4025547","3","Praktijk",6.92869501353887
"613","4232263","3","Praktijk",8.03473129816543
"614","4097291","3","Praktijk",6.43925630730889
"615","4131464","3","Praktijk",6.59517538937138
"616","4372364","3","Praktijk",6.90405323783357
"617","4482451","3","Praktijk",6.98152301607131
"618","4124790","3","Praktijk",6.74501554973225
"619","4467535","3","Praktijk",8.79548649027518
"620","4355807","3","Praktijk",10
"621","4116211","3","Praktijk",9.30082563123672
"622","4152123","3","Praktijk",7.00468100732192
